user_id,age,gender,occupation,zip_code,age_group
819,59,M,administrator,40205,Senior
820,22,M,student,37725,Young Adult
821,37,M,engineer,77845,Adult
822,29,F,librarian,53144,Young Adult
823,27,M,artist,50322,Young Adult
824,31,M,other,15017,Adult
825,44,M,engineer,05452,Adult
826,28,M,artist,77048,Young Adult
827,23,F,engineer,80228,Young Adult
828,28,M,librarian,85282,Young Adult
829,48,M,writer,80209,Adult
830,46,M,programmer,53066,Adult
831,21,M,other,33765,Young Adult
832,24,M,technician,77042,Young Adult
833,34,M,writer,90019,Adult
834,26,M,other,64153,Young Adult
835,44,F,executive,11577,Adult
836,44,M,artist,10018,Adult
837,36,F,artist,55409,Adult
838,23,M,student,01375,Young Adult
839,38,F,entertainment,90814,Adult
840,39,M,artist,55406,Adult
841,45,M,doctor,47401,Adult
842,40,M,writer,93055,Adult
843,35,M,librarian,44212,Adult
844,22,M,engineer,95662,Young Adult
845,64,M,doctor,97405,Senior
846,27,M,lawyer,47130,Young Adult
847,29,M,student,55417,Young Adult
848,46,M,engineer,02146,Adult
849,15,F,student,25652,Teen
850,34,M,technician,78390,Adult
851,18,M,other,29646,Teen
852,46,M,administrator,94086,Adult
853,49,M,writer,40515,Adult
854,29,F,student,55408,Young Adult
855,53,M,librarian,04988,Senior
856,43,F,marketing,97215,Adult
857,35,F,administrator,V1G4L,Adult
858,63,M,educator,09645,Senior
859,18,F,other,06492,Teen
860,70,F,retired,48322,Senior
861,38,F,student,14085,Adult
862,25,M,executive,13820,Young Adult
863,17,M,student,60089,Teen
864,27,M,programmer,63021,Young Adult
865,25,M,artist,11231,Young Adult
866,45,M,other,60302,Adult
867,24,M,scientist,92507,Young Adult
868,21,M,programmer,55303,Young Adult
869,30,M,student,10025,Young Adult
870,22,M,student,65203,Young Adult
871,31,M,executive,44648,Adult
872,19,F,student,74078,Young Adult
873,48,F,administrator,33763,Adult
874,36,M,scientist,37076,Adult
875,24,F,student,35802,Young Adult
876,41,M,other,20902,Adult
877,30,M,other,77504,Young Adult
878,50,F,educator,98027,Adult
879,33,F,administrator,55337,Adult
880,13,M,student,83702,Teen
881,39,M,marketing,43017,Adult
882,35,M,engineer,40503,Adult
883,49,M,librarian,50266,Adult
884,44,M,engineer,55337,Adult
885,30,F,other,95316,Young Adult
886,20,M,student,61820,Young Adult
887,14,F,student,27249,Teen
888,41,M,scientist,17036,Adult
889,24,M,technician,78704,Young Adult
890,32,M,student,97301,Adult
891,51,F,administrator,03062,Senior
892,36,M,other,45243,Adult
893,25,M,student,95823,Young Adult
894,47,M,educator,74075,Adult
895,31,F,librarian,32301,Adult
896,28,M,writer,91505,Young Adult
897,30,M,other,33484,Young Adult
898,23,M,homemaker,61755,Young Adult
899,32,M,other,55116,Adult
900,60,M,retired,18505,Senior
901,38,M,executive,L1V3W,Adult
902,45,F,artist,97203,Adult
903,28,M,educator,20850,Young Adult
904,17,F,student,61073,Teen
905,27,M,other,30350,Young Adult
906,45,M,librarian,70124,Adult
907,25,F,other,80526,Young Adult
908,44,F,librarian,68504,Adult
909,50,F,educator,53171,Adult
910,28,M,healthcare,29301,Young Adult
911,37,F,writer,53210,Adult
912,51,M,other,06512,Senior
913,27,M,student,76201,Young Adult
914,44,F,other,08105,Adult
915,50,M,entertainment,60614,Adult
916,27,M,engineer,N2L5N,Young Adult
917,22,F,student,20006,Young Adult
918,40,M,scientist,70116,Adult
919,25,M,other,14216,Young Adult
920,30,F,artist,90008,Young Adult
921,20,F,student,98801,Young Adult
922,29,F,administrator,21114,Young Adult
923,21,M,student,E2E3R,Young Adult
924,29,M,other,11753,Young Adult
925,18,F,salesman,49036,Teen
926,49,M,entertainment,01701,Adult
927,23,M,programmer,55428,Young Adult
928,21,M,student,55408,Young Adult
929,44,M,scientist,53711,Adult
930,28,F,scientist,07310,Young Adult
931,60,M,educator,33556,Senior
932,58,M,educator,06437,Senior
933,28,M,student,48105,Young Adult
934,61,M,engineer,22902,Senior
935,42,M,doctor,66221,Adult
936,24,M,other,32789,Young Adult
937,48,M,educator,98072,Adult
938,38,F,technician,55038,Adult
939,26,F,student,33319,Young Adult
940,32,M,administrator,02215,Adult
941,20,M,student,97229,Young Adult
942,48,F,librarian,78209,Adult
943,22,M,student,77841,Young Adult
